date,equity
2020-06-12,164478252.53
2020-06-19,164526724.87
2020-06-19,164526724.87
2020-06-26,163996736.62
2020-06-26,163996736.62
2020-06-30,163188437.72
2020-07-03,163188437.72
2020-07-31,162199877.78
2020-07-31,160032616.24
2020-07-31,160032616.24
2020-07-31,160032616.24
2020-08-07,159792021.70
2020-08-07,159792021.70
2020-08-21,162931940.43
2020-08-21,163635575.84
2020-08-21,163635575.84
2020-08-21,163635575.84
2020-09-04,166253137.92
2020-09-04,168542916.49
2020-09-04,168542916.49
2020-09-04,168542916.49
2020-09-25,167503965.05
2020-09-25,167135389.35
2020-09-25,168606406.68
2020-09-25,175478518.57
2020-09-25,177336397.34
2020-09-25,177336397.34
2020-09-25,177336397.34
2020-09-25,177336397.34
2020-09-25,177336397.34
2020-09-25,177336397.34
2020-10-23,179623183.13
2020-10-23,179623183.13
2020-10-30,179465633.42
2020-10-30,179465633.42
2020-10-31,177385018.74
2020-10-31,176753302.65
2020-11-06,176753302.65
2020-11-06,176753302.65
2020-11-30,176575012.33
2020-12-04,176575012.33
2021-01-31,178403676.67
2021-01-31,175898042.99
2021-01-31,173522928.05
2021-01-31,172339986.66
2021-02-05,172339986.66
2021-02-05,172339986.66
2021-02-05,172339986.66
2021-02-05,172339986.66
2021-02-12,172449525.60
2021-02-12,172449525.60
2021-02-26,171732838.96
2021-02-26,174358623.31
2021-02-26,174358623.31
2021-02-26,174358623.31
2021-02-28,177512354.76
2021-03-05,181929265.97
2021-03-05,181929265.97
2021-03-05,181929265.97
2021-03-31,189817065.73
2021-04-02,189817065.73
2021-04-30,189008756.80
2021-04-30,189008756.80
2021-06-30,191751291.29
2021-07-02,191751291.29
2021-07-31,195578947.24
2021-07-31,197037804.06
2021-08-06,197037804.06
2021-08-06,197037804.06
2021-08-13,199603190.72
2021-08-13,203057893.69
2021-08-13,203057893.69
2021-08-13,203057893.69
2021-08-20,203315117.40
2021-08-20,201093997.04
2021-08-20,211705216.99
2021-08-20,210733486.83
2021-08-20,216106640.33
2021-08-20,213950910.33
2021-08-20,213950910.33
2021-08-20,213950910.33
2021-08-20,213950910.33
2021-08-20,213950910.33
2021-08-20,213950910.33
2021-08-20,213950910.33
2021-08-31,212261395.33
2021-09-03,212261395.33
2021-09-24,211683654.29
2021-09-24,211683654.29
2021-09-30,219019412.21
2021-09-30,226183519.67
2021-09-30,231668790.92
2021-09-30,233493203.93
2021-09-30,241731880.29
